"","TYP_DIPL","DEGETU","CURSUS_LMD","RES"
"1038","XB",5,"M","N"
"1039","XA",3,"L","N"
"1041","XA",3,"L","O"
"1043","JD",6,"M","N"
"1044","XA",3,"L","O"
"1045","XA",1,"L","N"
"1046","XB",5,"M","O"
"1047","FH",6,"M","O"
"1048","XA",3,"L","N"
"1049","01",3,"L","O"
"1050","FN",4,"M","N"
"1051","XA",3,"L","O"
"1053","XA",1,"L","N"
"1054","XA",2,"L","N"
"1055","FH",3,"M","N"
"1056","XB",5,"M","O"
"1057","XA",1,"L","N"
"1058","XA",2,"L","N"
"1059","XA",2,"L","N"
"1060","XA",3,"L","N"
"1061","JD",6,"M","N"
"1062","XB",5,"M","O"
"1063","XA",1,"L","N"
"1064","XA",2,"L","N"
"1065","XB",5,"M","O"
"1066","XA",1,"L","N"
"1067","XB",4,"M","N"
"1068","XA",3,"L","O"
"1069","CB",1,"L","N"
"1070","XA",3,"L","O"
"1071","XB",4,"M","N"
"1072","XA",1,"L","N"
"1073","XA",1,"L","N"
"1074","XA",3,"L","O"
"1075","XA",1,"L","N"
"1076","XB",4,"M","N"
"1077","XA",1,"L","N"
"1078","CB",2,"L","O"
"1079","XA",1,"L","N"
"1080","01",2,"L","O"
"1082","XA",2,"L","N"
"1083","XB",5,"M","O"
"1084","FH",3,"M","N"
"1085","PL",5,"M","O"
"1086","XB",4,"M","N"
"1087","CB",1,"L","N"
"1088","CB",2,"L","O"
"1089","XB",4,"M","N"
"1090","XA",1,"L","N"
"1091","XA",1,"L","N"
"1092","XA",1,"L","N"
"1094","XA",2,"L","N"
"1095","XA",3,"L","O"
"1096","JD",6,"M","O"
"1097","DP",3,"L","O"
"1099","CB",2,"L","O"
"1100","JD",6,"M","N"
"1101","XA",2,"L","N"
"1103","01",4,"M","O"
"1104","CB",1,"L","N"
"1105","XB",5,"M","O"
"1106","DP",3,"L","N"
"1107","01",2,"L","O"
"1108","CB",2,"L","O"
"1109","IB",3,"M","N"
"1110","XA",1,"L","N"
"1111","DP",3,"L","O"
"1112","XA",2,"L","N"
"1114","XA",1,"L","N"
"1116","XA",1,"L","N"
"1117","DP",3,"L","O"
"1119","FH",6,"M","N"
"1120","XA",1,"L","N"
"1121","XB",5,"M","O"
"1122","DP",3,"L","O"
"1123","PF",2,"M","N"
"1124","XB",4,"M","N"
"1125","XA",1,"L","N"
"1126","FH",6,"M","N"
"1127","FH",2,"M","N"
"1128","XA",2,"L","N"
"1129","05",3,"L","N"
"1130","CB",2,"L","O"
"1131","DP",3,"L","O"
"1132","01",5,"M","O"
"1133","XA",1,"L","N"
"1134","XA",2,"L","N"
"1135","FI",1,"M","N"
"1136","XA",3,"L","O"
"1137","XA",1,"L","N"
"1138","DP",3,"L","O"
"1139","XB",4,"M","N"
"1140","01",3,"L","N"
"1141","XA",3,"L","O"
"1142","FH",6,"M","N"
"1143","XA",1,"L","N"
"1144","CB",1,"L","N"
"1145","XA",2,"L","N"
"1146","XA",1,"L","N"
"1147","XA",3,"L","O"
"1148","CY",1,"L","N"
"1149","CB",2,"L","O"
"1150","CY",1,"L","N"
"1151","XB",5,"M","N"
"1152","XA",1,"L","N"
"1153","XA",1,"L","N"
"1154","XB",5,"M","O"
"1155","XA",2,"L","N"
"1156","XA",1,"L","N"
"1157","XA",3,"L","O"
"1158","XB",4,"M","N"
"1159","XA",3,"L","O"
"1160","XB",5,"M","O"
"1161","XA",1,"L","N"
"1162","CY",1,"L","N"
"1163","01",3,"L","O"
"1164","XB",5,"M","O"
"1165","PE",4,"M","N"
"1166","PK",2,"L","N"
"1167","CY",1,"L","N"
"1168","CB",1,"L","N"
"1169","XB",4,"M","N"
"1170","DP",3,"L","O"
"1171","XB",4,"M","N"
"1172","XA",2,"L","N"
"1173","XA",1,"L","N"
"1174","XB",4,"M","N"
"1175","CY",1,"L","N"
"1176","XB",5,"M","O"
"1177","FH",4,"M","N"
"1178","XA",3,"L","O"
"1179","CY",1,"L","N"
"1180","FI",3,"M","N"
"1181","JD",6,"M","O"
"1182","XB",4,"M","N"
"1183","IB",6,"M","N"
"1184","XA",1,"L","N"
"1186","XB",4,"M","N"
"1188","XB",5,"M","O"
"1189","JD",6,"M","N"
"1190","XA",1,"L","N"
"1191","CB",2,"L","O"
"1192","PF",2,"M","N"
"1193","XA",2,"L","N"
"1194","DP",3,"L","O"
"1195","XA",1,"L","N"
"1196","XA",3,"L","O"
"1197","XA",1,"L","N"
"1198","XA",3,"L","O"
"1199","XB",4,"M","N"
"1200","01",0,"L","N"
"1201","XA",1,"L","N"
"1202","XB",5,"M","O"
"1203","PF",2,"M","N"
"1204","IB",2,"M","N"
"1205","XA",1,"L","N"
"1206","XB",4,"M","N"
"1207","FH",2,"M","N"
"1208","CB",2,"L","O"
"1209","DP",3,"L","O"
"1210","XA",1,"L","N"
"1211","XB",5,"M","O"
"1212","FI",5,"M","O"
"1213","XA",1,"L","N"
"1214","01",2,"L","O"
"1215","XB",5,"M","O"
"1216","XA",1,"L","N"
"1217","DP",3,"L","O"
"1218","XA",2,"L","N"
"1219","01",2,"L","O"
"1220","XA",2,"L","N"
"1221","XA",1,"L","N"
"1222","CB",2,"L","O"
"1224","XA",1,"L","N"
"1225","CB",1,"L","N"
"1226","01",4,"M","N"
"1228","JD",6,"M","O"
"1229","JD",6,"M","O"
"1230","XA",3,"L","N"
"1231","XB",4,"M","N"
"1232","XA",1,"L","N"
"1233","FH",4,"M","N"
"1234","XA",1,"L","N"
"1235","XB",5,"M","N"
"1236","XA",3,"L","O"
"1237","XA",1,"L","N"
"1238","XA",2,"L","N"
"1239","DP",3,"L","O"
"1240","01",0,"L","O"
"1241","XB",4,"M","N"
"1242","XA",1,"L","N"
"1243","XA",1,"L","N"
"1244","PE",5,"M","N"
"1245","XB",4,"M","N"
"1246","DP",3,"L","N"
"1247","XB",4,"M","N"
"1248","XA",1,"L","N"
"1249","XA",1,"L","N"
"1250","XB",4,"M","N"
"1251","XA",1,"L","N"
"1252","XB",5,"M","O"
"1253","XA",1,"L","N"
"1254","01",3,"L","O"
"1255","FE",4,"M","N"
"1256","XB",4,"M","N"
"1257","XA",3,"L","O"
"1258","XA",2,"L","N"
"1259","CY",1,"L","N"
"1260","XA",2,"L","N"
"1261","PF",3,"M","N"
"1262","XA",1,"L","N"
"1263","IB",2,"M","N"
"1264","PF",5,"M","O"
"1265","XA",2,"L","N"
"1266","XB",5,"M","N"
"1267","CB",2,"L","O"
"1268","XA",2,"L","N"
"1269","FI",3,"M","N"
"1270","XA",2,"L","N"
"1271","XA",1,"L","N"
"1272","XB",5,"M","O"
"1273","XB",5,"M","O"
"1274","IB",2,"M","N"
"1275","IB",4,"M","N"
"1276","XA",1,"L","N"
"1277","FI",3,"M","N"
"1278","01",6,"M","O"
"1279","XA",3,"L","O"
"1280","01",5,"M","O"
"1281","XA",3,"L","O"
"1282","01",2,"L","O"
"1283","01",4,"M","N"
"1284","XB",5,"M","O"
"1285","CB",1,"L","N"
"1286","FH",3,"M","N"
"1287","XA",1,"L","N"
"1288","XB",5,"M","N"
"1289","XA",1,"L","N"
"1290","XA",1,"L","N"
"1291","XB",4,"M","N"
"1292","XB",4,"M","N"
"1293","XB",5,"M","O"
"1294","01",2,"L","O"
"1295","XA",1,"L","N"
"1296","XA",3,"L","O"
"1297","JD",6,"M","N"
"1299","PF",3,"M","N"
"1300","PF",2,"M","N"
"1301","01",3,"L","O"
"1302","XA",1,"L","N"
"1303","CD",2,"L","N"
"1304","JD",6,"M","N"
"1305","XA",3,"L","N"
"1306","FI",2,"M","N"
"1308","CB",1,"L","N"
"1309","XA",1,"L","N"
"1310","XA",1,"L","N"
"1311","CY",1,"L","N"
"1312","XA",1,"L","N"
"1313","XA",3,"L","O"
"1314","XA",3,"L","O"
"1315","XA",1,"L","N"
"1316","XB",4,"M","N"
"1317","XA",1,"L","N"
"1318","XA",1,"L","N"
"1319","XB",5,"M","O"
"1320","01",2,"L","O"
"1321","XA",1,"L","N"
"1322","XB",4,"M","N"
"1323","XA",3,"L","O"
"1324","XA",2,"L","N"
"1325","CB",1,"L","N"
"1326","XA",2,"L","N"
"1327","XB",5,"M","O"
"1329","XA",1,"L","N"
"1330","XA",2,"L","N"
"1331","CB",1,"L","N"
"1332","XB",4,"M","N"
"1333","XA",3,"L","O"
"1334","CB",2,"L","O"
"1336","CY",1,"L","N"
"1337","01",2,"L","N"
"1338","XA",1,"L","N"
"1339","CB",1,"L","N"
"1340","XA",2,"L","N"
"1341","XA",1,"L","N"
"1342","XB",5,"M","O"
"1343","FH",6,"M","O"
"1344","CB",1,"L","N"
"1345","XA",1,"L","N"
"1346","CY",1,"L","N"
"1347","XA",2,"L","N"
"1348","PE",5,"M","N"
"1349","XA",1,"L","N"
"1350","XB",5,"M","O"
"1351","XA",3,"L","O"
"1352","XA",2,"L","N"
"1353","XB",5,"M","O"
"1354","PF",2,"M","N"
"1355","CY",1,"L","N"
"1356","XA",2,"L","N"
"1358","CB",1,"L","N"
"1359","XA",3,"L","N"
"1360","XA",1,"L","N"
"1361","XA",1,"L","N"
"1362","XA",2,"L","N"
"1363","DP",3,"L","O"
"1364","CB",2,"L","O"
"1365","DP",3,"L","O"
"1366","XB",4,"M","N"
"1367","CB",2,"L","O"
"1368","XA",3,"L","O"
"1369","XA",2,"L","N"
"1370","XA",2,"L","N"
"1372","XA",3,"L","N"
"1373","XA",1,"L","N"
"1374","XA",1,"L","N"
"1375","XB",4,"M","N"
"1376","IB",5,"M","N"
"1377","CB",1,"L","N"
"1378","XB",4,"M","N"
"1379","XB",4,"M","N"
"1380","XA",3,"L","O"
"1382","XA",1,"L","N"
"1383","XA",1,"L","N"
"1384","CD",1,"L","N"
"1385","XA",3,"L","O"
"1386","XA",2,"L","N"
"1387","XB",5,"M","O"
"1388","CB",2,"L","O"
"1389","XA",3,"L","O"
"1390","XA",1,"L","N"
"1391","DP",3,"L","O"
"1392","XB",5,"M","O"
"1393","XA",1,"L","N"
"1394","FH",4,"M","N"
"1396","CB",1,"L","N"
"1397","XA",2,"L","N"
"1398","XA",1,"L","N"
"1399","XA",2,"L","N"
"1400","XA",3,"L","O"
"1401","FH",3,"M","N"
"1402","XA",3,"L","N"
"1403","CY",1,"L","N"
"1404","XA",1,"L","N"
"1405","XA",2,"L","N"
"1406","XA",1,"L","N"
"1408","JD",6,"M","N"
"1409","PK",1,"L","N"
"1410","XB",5,"M","O"
"1411","XA",1,"L","N"
"1412","CB",1,"L","N"
"1413","XA",2,"L","N"
"1414","XB",5,"M","N"
"1415","XA",2,"L","N"
"1416","XA",3,"L","O"
"1417","XA",1,"L","N"
"1418","FH",2,"M","N"
"1419","XB",4,"M","N"
"1420","XA",1,"L","N"
"1421","XA",1,"L","N"
"1422","DP",3,"L","N"
"1423","FH",6,"M","O"
"1424","PF",5,"M","O"
"1425","FI",3,"M","N"
"1426","XA",1,"L","N"
"1427","XA",1,"L","N"
"1428","UA",0,"L","N"
"1429","FI",2,"M","N"
"1430","01",2,"L","O"
"1431","XA",3,"L","O"
"1432","CB",1,"L","N"
"1433","CB",1,"L","N"
"1434","JD",6,"M","N"
"1435","CD",1,"L","N"
"1436","XB",4,"M","N"
"1437","XA",1,"L","N"
"1438","XA",3,"L","O"
"1439","XA",1,"L","N"
"1440","XA",2,"L","N"
"1441","CY",1,"L","N"
"1442","XB",4,"M","N"
"1443","XA",1,"L","N"
"1444","01",6,"M","N"
"1445","01",6,"M","N"
"1446","XB",4,"M","N"
"1447","XA",1,"L","N"
"1448","PG",3,"L","O"
"1449","XA",1,"L","N"
"1450","XB",5,"M","O"
"1451","XA",3,"L","N"
"1452","FH",4,"M","N"
"1453","XA",3,"L","N"
"1454","XB",5,"M","O"
"1455","XA",1,"L","N"
"1456","IB",3,"M","N"
"1457","XB",5,"M","N"
"1458","XA",3,"L","N"
"1459","DP",3,"L","N"
"1460","XA",2,"L","N"
"1461","XA",3,"L","O"
"1462","XA",1,"L","N"
"1463","IB",6,"M","N"
"1464","CB",2,"L","N"
"1465","XA",1,"L","N"
"1466","XB",5,"M","O"
"1467","XB",4,"M","N"
"1468","FE",3,"M","N"
"1469","FH",5,"M","N"
"1470","IB",3,"M","N"
"1471","01",3,"L","O"
"1472","XA",2,"L","N"
"1473","XB",5,"M","O"
"1474","XA",1,"L","N"
"1475","XB",5,"M","O"
"1476","XA",2,"L","N"
"1477","DP",3,"L","O"
"1478","CB",1,"L","N"
"1479","01",6,"M","O"
"1481","XA",1,"L","N"
"1482","IB",6,"M","N"
"1483","XB",5,"M","O"
"1484","PE",2,"M","N"
"1485","XB",4,"M","N"
"1486","XA",1,"L","N"
"1487","XB",5,"M","O"
"1488","IB",3,"M","N"
"1489","XA",1,"L","N"
"1490","PF",4,"M","N"
"1491","XA",3,"L","O"
"1492","XA",1,"L","N"
"1493","XA",1,"L","N"
"1494","XA",3,"L","O"
"1495","XA",1,"L","N"
"1496","CB",1,"L","N"
"1497","CB",1,"L","N"
"1498","FH",2,"M","N"
"1499","XB",4,"M","N"
"1500","XB",4,"M","N"
"1501","XA",1,"L","N"
"1502","CB",2,"L","O"
"1503","XB",4,"M","N"
"1504","XB",5,"M","N"
"1505","FH",6,"M","O"
"1506","DP",3,"L","O"
"1507","XA",2,"L","N"
"1508","CB",2,"L","O"
"1509","XB",4,"M","N"
"1510","JC",6,"M","N"
"1512","XA",1,"L","N"
"1513","FH",5,"M","N"
"1515","XB",4,"M","N"
"1516","XA",1,"L","N"
"1517","CB",1,"L","N"
"1518","XB",5,"M","O"
"1519","XA",3,"L","O"
"1520","XA",2,"L","N"
"1521","XA",1,"L","N"
"1522","XA",2,"L","N"
"1523","XA",2,"L","N"
"1524","XB",5,"M","O"
"1525","JD",6,"M","N"
"1526","CY",1,"L","N"
"1527","DP",3,"L","O"
"1528","PF",2,"M","N"
"1529","XB",5,"M","O"
"1530","JD",6,"M","N"
"1531","01",2,"L","O"
"1532","CB",1,"L","N"
"1533","CB",2,"L","O"
"1534","XA",2,"L","N"
"1535","XA",1,"L","N"
"1536","XA",1,"L","N"
"1537","JD",6,"M","N"
"1538","XB",4,"M","N"
"1539","XA",2,"L","N"
"1540","XA",1,"L","N"
"1541","IB",6,"M","N"
"1542","01",6,"M","N"
"1543","DP",3,"L","O"
"1544","DP",3,"L","O"
"1545","XA",3,"L","N"
"1546","XA",2,"L","N"
"1547","XA",1,"L","N"
"1548","XA",1,"L","N"
"1549","XA",2,"L","N"
"1550","XA",3,"L","O"
"1551","01",3,"L","N"
"1552","05",3,"L","N"
"1553","XA",3,"L","N"
"1554","XA",1,"L","N"
"1556","CB",2,"L","O"
"1557","XA",1,"L","N"
"1558","XB",5,"M","O"
"1559","01",4,"M","O"
"1560","XA",1,"L","N"
"1561","XA",1,"L","N"
"1562","XA",3,"L","N"
"1563","XA",3,"L","O"
"1564","XB",5,"M","O"
"1565","01",0,"L","N"
"1566","FI",3,"M","N"
"1567","XA",1,"L","N"
"1568","XB",4,"M","N"
"1569","XB",5,"M","N"
"1570","CB",2,"L","O"
"1571","XA",3,"L","O"
"1572","XA",1,"L","N"
"1573","XA",3,"L","O"
"1574","XB",4,"M","N"
"1575","XA",1,"L","N"
"1576","CB",1,"L","N"
"1577","XA",1,"L","N"
"1578","01",5,"M","O"
"1579","DP",3,"L","O"
"1580","XB",5,"M","O"
"1582","01",5,"M","O"
"1583","JC",6,"M","N"
"1584","01",0,"L","N"
"1585","PF",2,"M","N"
"1586","DP",3,"L","O"
"1587","XA",3,"L","O"
"1588","XA",1,"L","N"
"1589","CB",2,"L","O"
"1590","FN",4,"M","N"
"1591","DP",3,"L","N"
"1592","XA",1,"L","N"
"1593","PF",4,"M","N"
"1594","XB",4,"M","N"
"1595","XA",3,"L","O"
"1596","XA",1,"L","N"
"1597","XA",3,"L","N"
"1598","DP",3,"L","O"
"1599","XB",4,"M","N"
"1600","XA",3,"L","N"
"1601","CB",2,"L","O"
"1602","CB",2,"L","O"
"1603","01",3,"L","O"
"1604","XB",5,"M","N"
"1605","CB",1,"L","N"
"1606","XA",3,"L","N"
"1607","DP",3,"L","O"
"1608","CB",2,"L","O"
"1609","XB",5,"M","O"
"1610","01",5,"M","O"
"1611","CY",1,"L","N"
"1612","IB",6,"M","N"
"1613","XA",3,"L","O"
"1614","XB",4,"M","N"
"1615","PF",2,"M","N"
"1616","XA",1,"L","N"
"1617","CB",1,"L","N"
"1618","JD",6,"M","N"
"1619","XA",3,"L","O"
"1620","XA",1,"L","N"
"1621","01",6,"M","N"
"1622","FE",4,"M","N"
"1623","XB",4,"M","N"
"1624","01",2,"L","O"
"1625","XA",2,"L","N"
"1626","IB",5,"M","N"
"1628","XA",3,"L","O"
"1629","FH",2,"M","N"
"1630","01",5,"M","N"
"1631","01",6,"M","O"
"1632","FH",2,"M","N"
"1633","XA",1,"L","N"
"1634","CY",1,"L","N"
"1635","PD",3,"L","O"
"1636","XB",4,"M","N"
"1637","XA",3,"L","O"
"1639","FE",4,"M","N"
"1640","XB",4,"M","N"
"1641","XB",4,"M","N"
"1642","XB",5,"M","O"
"1643","XA",1,"L","N"
"1644","01",4,"M","O"
"1645","XA",1,"L","N"
"1646","XA",1,"L","N"
"1647","XA",2,"L","N"
"1648","XA",1,"L","N"
"1649","XB",5,"M","O"
"1650","XA",1,"L","N"
"1651","XB",4,"M","N"
"1652","DP",3,"L","O"
"1653","01",6,"M","O"
"1654","PK",3,"L","N"
"1655","XA",3,"L","O"
"1656","XB",4,"M","N"
"1657","01",6,"M","O"
"1658","CB",2,"L","O"
"1659","XA",3,"L","O"
"1660","FH",2,"M","N"
"1661","XB",5,"M","N"
"1662","XA",1,"L","N"
"1663","XA",1,"L","N"
"1664","XA",1,"L","N"
"1665","XB",4,"M","N"
"1666","XB",5,"M","O"
"1667","XA",1,"L","N"
"1668","XA",1,"L","N"
"1669","XB",4,"M","N"
"1670","IB",3,"M","N"
"1671","JD",6,"M","N"
"1672","CB",2,"L","O"
"1673","CB",1,"L","N"
"1674","XB",4,"M","N"
"1675","XA",1,"L","N"
"1676","PF",5,"M","O"
"1677","XB",5,"M","O"
"1678","XB",4,"M","N"
"1679","XA",1,"L","N"
"1680","XA",1,"L","N"
"1681","XA",2,"L","N"
"1682","XA",1,"L","N"
"1683","FN",4,"M","N"
"1684","DP",3,"L","O"
"1685","XA",1,"L","N"
"1686","XA",2,"L","N"
"1687","PF",2,"M","N"
"1688","XB",5,"M","O"
"1689","XA",1,"L","N"
"1690","XA",3,"L","O"
"1691","XA",2,"L","N"
"1692","XA",1,"L","N"
"1693","IB",6,"M","N"
"1694","PF",2,"M","N"
"1695","DP",3,"L","O"
"1696","XA",1,"L","N"
"1697","IB",3,"M","N"
"1698","IB",2,"M","N"
"1699","DP",3,"L","O"
"1700","XB",5,"M","O"
"1701","XB",4,"M","N"
"1702","XB",4,"M","N"
"1703","DP",3,"L","O"
"1704","XA",1,"L","N"
"1705","XB",4,"M","N"
"1706","FH",5,"M","N"
"1707","FE",3,"M","N"
"1708","XA",2,"L","N"
"1709","XA",1,"L","N"
"1710","CB",1,"L","N"
"1711","XB",5,"M","O"
"1712","FN",5,"M","O"
"1713","01",3,"L","N"
"1714","XA",1,"L","N"
"1715","XA",3,"L","O"
"1716","XA",1,"L","N"
"1717","XB",4,"M","N"
"1718","01",0,"L","N"
"1719","XA",1,"L","N"
"1720","XB",5,"M","O"
"1721","XB",4,"M","N"
"1722","PF",3,"M","N"
"1723","XA",1,"L","N"
"1724","XB",4,"M","N"
"1725","XA",2,"L","N"
"1726","CB",1,"L","N"
"1727","XA",2,"L","N"
"1728","XA",1,"L","N"
"1729","CB",2,"L","O"
"1730","FH",4,"M","N"
"1731","XA",1,"L","N"
"1732","XA",1,"L","N"
"1733","XA",1,"L","N"
"1734","FI",1,"M","N"
"1735","XB",4,"M","N"
"1737","XA",1,"L","N"
"1738","XB",4,"M","N"
"1739","DP",3,"L","O"
"1740","XB",5,"M","O"
"1741","XA",2,"L","N"
"1742","XB",4,"M","N"
"1743","XA",1,"L","N"
"1744","DP",3,"L","O"
"1745","XA",2,"L","N"
"1746","CB",1,"L","N"
"1747","IB",5,"M","N"
"1748","XA",3,"L","O"
"1749","PF",2,"M","N"
"1750","01",3,"L","O"
"1751","XA",1,"L","N"
"1752","XA",3,"L","O"
"1753","DP",3,"L","O"
"1754","CY",1,"L","N"
"1755","XB",4,"M","N"
"1756","XA",1,"L","N"
"1757","XA",2,"L","N"
"1758","PE",4,"M","N"
"1759","CB",1,"L","N"
"1760","01",3,"L","O"
"1761","XA",3,"L","O"
"1762","CB",2,"L","O"
"1763","XA",2,"L","N"
"1764","XB",4,"M","N"
"1765","XA",3,"L","O"
"1766","XA",3,"L","O"
"1768","XB",4,"M","N"
"1769","XB",5,"M","O"
"1770","CB",1,"L","N"
"1771","01",4,"M","O"
"1772","XA",2,"L","N"
"1773","XA",2,"L","N"
"1774","01",3,"L","N"
"1775","XA",1,"L","N"
"1776","FE",3,"M","N"
"1777","IB",3,"M","N"
"1778","XA",1,"L","N"
"1779","CB",1,"L","N"
"1780","CY",1,"L","N"
"1781","XA",2,"L","N"
"1783","XA",2,"L","N"
"1784","01",2,"L","O"
"1785","XA",1,"L","N"
"1787","XB",5,"M","O"
"1789","XB",4,"M","N"
"1790","IB",4,"M","N"
"1791","XA",3,"L","O"
"1792","XA",1,"L","N"
"1793","01",2,"L","O"
"1794","CB",1,"L","N"
"1795","XA",1,"L","N"
"1797","XB",5,"M","O"
"1798","XA",3,"L","O"
"1799","XA",2,"L","N"
"1800","XA",1,"L","N"
"1801","XA",3,"L","O"
"1802","CY",1,"L","N"
"1803","XA",2,"L","N"
"1804","XB",5,"M","O"
"1805","XB",5,"M","O"
"1806","DP",3,"L","N"
"1807","XB",4,"M","N"
"1808","XA",3,"L","O"
"1809","XB",4,"M","N"
"1810","PF",4,"M","N"
"1811","XA",1,"L","N"
"1812","XA",1,"L","N"
"1813","FI",5,"M","O"
"1814","DP",3,"L","O"
"1815","XA",3,"L","O"
"1816","CB",2,"L","O"
"1817","XA",2,"L","N"
"1818","XB",4,"M","N"
"1819","XA",1,"L","N"
"1820","XA",1,"L","N"
"1821","XB",5,"M","O"
"1822","CB",2,"L","N"
"1823","XB",5,"M","O"
"1824","PF",2,"M","N"
"1825","PE",2,"M","N"
"1826","DP",3,"L","N"
"1827","CY",1,"L","N"
"1828","DP",3,"L","O"
"1829","DP",3,"L","O"
"1830","XA",1,"L","N"
"1832","XA",2,"L","N"
"1833","XA",3,"L","O"
"1834","CY",1,"L","N"
"1836","XA",2,"L","N"
"1837","IB",2,"M","N"
"1839","XA",1,"L","N"
"1840","XA",1,"L","N"
"1841","XA",1,"L","N"
"1842","FN",5,"M","N"
"1843","XA",1,"L","N"
"1844","XA",1,"L","N"
"1845","XA",1,"L","N"
"1846","XA",1,"L","N"
"1847","CB",1,"L","N"
"1848","CB",2,"L","O"
"1850","XA",2,"L","N"
"1851","XA",2,"L","N"
"1852","FH",4,"M","N"
"1853","XA",1,"L","N"
"1854","FH",5,"M","N"
"1855","DP",3,"L","O"
"1856","XA",1,"L","N"
"1857","UF",5,"M","N"
"1858","01",4,"M","O"
"1859","CY",1,"L","N"
"1860","JD",6,"M","O"
"1861","01",2,"L","O"
"1862","XB",5,"M","O"
"1863","XA",2,"L","N"
"1864","XA",2,"L","N"
"1865","PF",4,"M","N"
"1866","XA",2,"L","N"
"1867","PL",4,"M","N"
"1868","XA",2,"L","N"
"1869","CY",1,"L","N"
"1870","FN",4,"M","O"
"1871","XA",2,"L","N"
"1872","CB",2,"L","O"
"1873","XB",4,"M","N"
"1874","XA",3,"L","O"
"1875","XA",2,"L","N"
"1876","XA",3,"L","O"
"1877","XA",2,"L","N"
"1878","XB",5,"M","O"
"1879","XA",3,"L","O"
"1880","XA",2,"L","N"
"1881","XA",1,"L","N"
"1882","PF",2,"M","N"
"1883","XB",5,"M","O"
"1884","XA",1,"L","N"
"1885","CB",2,"L","O"
"1886","CY",1,"L","N"
"1887","XB",4,"M","N"
"1888","CB",2,"L","N"
"1889","XA",1,"L","N"
"1890","XA",3,"L","O"
"1891","XA",3,"L","N"
"1892","CY",1,"L","N"
"1894","PF",3,"M","N"
"1895","XB",5,"M","N"
"1896","XA",2,"L","N"
"1897","CB",1,"L","N"
"1898","FH",4,"M","N"
"1899","XA",1,"L","N"
"1900","XB",5,"M","O"
"1901","MA",6,"M","N"
"1902","XA",3,"L","N"
"1903","XB",5,"M","N"
"1904","XB",5,"M","O"
"1905","CY",1,"L","N"
"1906","XB",4,"M","N"
"1907","PF",3,"M","N"
"1908","XA",3,"L","O"
"1909","XA",3,"L","O"
"1910","DP",3,"L","N"
"1911","PM",3,"L","N"
"1912","DP",3,"L","O"
"1913","FH",6,"M","N"
"1914","CB",2,"L","O"
"1915","XA",1,"L","N"
"1916","IB",2,"M","N"
"1918","PF",4,"M","N"
"1919","CY",1,"L","N"
"1920","XB",5,"M","O"
"1921","FH",2,"M","N"
"1922","XB",4,"M","N"
"1923","XA",2,"L","N"
"1924","XA",3,"L","N"
"1925","XA",1,"L","N"
"1926","XA",2,"L","N"
"1927","XA",1,"L","N"
"1928","XA",1,"L","N"
"1929","XA",1,"L","N"
"1930","01",6,"M","O"
"1931","XA",2,"L","N"
"1932","01",2,"L","O"
"1933","CY",1,"L","N"
"1934","CY",1,"L","N"
"1935","DP",3,"L","O"
"1936","PF",2,"M","N"
"1937","XA",3,"L","O"
"1938","XA",2,"L","N"
"1939","XB",4,"M","N"
"1940","XA",1,"L","N"
"1941","XA",1,"L","N"
"1942","XA",1,"L","N"
"1943","FN",5,"M","O"
"1944","XA",1,"L","N"
"1945","XB",5,"M","O"
"1946","IB",2,"M","N"
"1947","XA",1,"L","N"
"1948","XA",1,"L","N"
"1949","FH",3,"M","N"
"1950","01",2,"L","O"
"1952","DP",3,"L","O"
"1953","XB",5,"M","O"
"1954","CB",2,"L","O"
"1955","JC",6,"M","N"
"1956","XA",2,"L","N"
"1957","CY",1,"L","N"
"1958","CD",1,"L","N"
"1959","CB",1,"L","N"
"1960","XB",5,"M","O"
"1961","XB",5,"M","O"
"1962","XA",3,"L","O"
"1964","FI",5,"M","O"
"1965","JD",6,"M","N"
"1966","FE",4,"M","N"
"1967","XB",4,"M","N"
"1968","JD",6,"M","N"
"1969","XA",1,"L","N"
"1970","CB",1,"L","N"
"1971","XB",5,"M","N"
"1972","01",6,"M","N"
"1973","XA",1,"L","N"
"1974","01",3,"L","O"
"1975","XB",4,"M","N"
"1976","DP",3,"L","O"
"1977","XA",3,"L","N"
"1978","XA",1,"L","N"
"1979","XA",1,"L","N"
"1980","XA",2,"L","N"
"1981","CB",1,"L","N"
"1982","CY",1,"L","N"
"1983","01",3,"L","N"
"1984","PE",5,"M","N"
"1985","01",3,"L","O"
"1986","XB",5,"M","O"
"1987","DP",3,"L","N"
"1988","XB",4,"M","N"
"1989","XA",3,"L","O"
"1990","01",6,"M","O"
"1991","XA",3,"L","N"
"1992","CB",2,"L","O"
"1993","XB",5,"M","O"
"1994","XA",2,"L","N"
"1995","FH",5,"M","N"
"1996","XA",2,"L","N"
"1997","XA",1,"L","N"
"1998","IB",4,"M","N"
"1999","XA",2,"L","N"
"2000","01",5,"M","O"
"2001","XA",1,"L","N"
"2002","CB",2,"L","O"
"2003","01",4,"M","N"
"2004","XB",4,"M","N"
"2005","XB",5,"M","O"
"2006","XA",1,"L","N"
"2007","XB",5,"M","O"
"2008","XB",4,"M","N"
"2009","XA",2,"L","N"
"2010","XB",4,"M","N"
"2011","CB",2,"L","O"
"2012","FI",5,"M","O"
"2013","XA",1,"L","N"
"2014","CB",1,"L","N"
"2015","XA",3,"L","O"
"2016","XB",4,"M","N"
